sale_express_rules_id,bs_warehouse_id,bs_express_service_id,hangzhou_carrierservice_id,sort_order,max_length,second_length,third_length,volume_weight,volume_weight_v3,any_length_sum,perimeter,girth,gross_weight,two_width_height,volume,remark,auto_refresh_count,erp_sku,enable_flag,sfp_to_general,ctime,mtime
532,YDY-GB,DX>英国 DX 1 MAN>易达云英国仓生成,65,8,LT_320,,,,,,,,LT_50,,,,2,,1,1,1744189404,1744189404
533,YDY-GB-M2,DX>英国 DX 1 MAN>易达云英国仓生成,65,11,LT_320,,,,,,,,LT_50,,,,2,,1,1,1744189434,1768190678
715,YDY-GB-M2,DX>DX Express>易达云英国仓生成,66,3,LT_146,,,LTE_14,,,,,LTE_14,,,,2,,2,1,1755669685,1765175983
716,YDY-GB-M2,DX>DX Express>易达云英国仓生成,66,4,LT_146,,,LTE_24@GT_15,,,,,GT_15@LTE_24,,,,2,,2,1,1755669942,1765175989
102,YDY-DE,DHL>DHL-欧洲仓库生成,68,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_5,,LT_0.147,,,,1,1,0,1766133420
104,YDY-DE,DHL>DHL-欧洲仓库生成,68,9,LT_200,,,,,,,LT_357,LT_31.5,,,,,,1,1,0,1766133650
558,YDY-DE,DHL>DHL-欧洲仓库生成,68,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_5,,LT_0.147,,2,,2,2,1744768035,1765502693
686,YDY-DE,DHL>DHL-欧洲仓库生成,68,8,LT_200,,,,,,,LT_357,LT_31.5,,,,2,,1,2,1751884910,1763640333
785,YDY-DE,DHL>DHL-欧洲仓库生成,68,4,LT_120,LT_60,,,,,,LT_297,LT_31.5,,,,2,,1,1,1761115831,1766133421
786,YDY-DE,DHL>DHL-欧洲仓库生成,68,4,LT_120,LT_60,,,,,,LT_297,LT_31.5,,,,2,,2,2,1761116616,1765502734
158,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_8,,,,,,1,1,0,0
160,YDY-DE,DHL>DHL-欧洲仓库生成,69,3,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,0,0
161,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_3,,,,,,1,1,0,0
164,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_21,,,,,,1,1,0,0
166,YDY-DE,DHL>DHL-欧洲仓库生成,69,3,LT_200,,,,,,,LT_357,LT_31.5,,,,,,1,1,0,0
167,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_7,,,,,,1,1,0,0
171,YDY-DE,DHL>DHL-欧洲仓库生成,69,2,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,0,0
173,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_9,,,,,,1,1,0,0
187,YDY-DE,DeDHL>PAKET_INTERNATIONAL>德国发欧盟,69,2,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,0,0
364,YDY-DE,DHL>DHL-欧洲仓库生成,69,2,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,1721121910,1721121910
367,YDY-DE,DHL>DHL-欧洲仓库生成,69,2,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,1721121990,1721121990
369,YDY-DE,DHL>DHL-欧洲仓库生成,69,2,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,1721122050,1721122050
370,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_5,,,,,,1,1,1721122134,1721122134
372,YDY-DE,DHL>DHL-欧洲仓库生成,69,3,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,1721122134,1721122134
373,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_8,,,,,,1,1,1721122208,1721122208
375,YDY-DE,DHL>DHL-欧洲仓库生成,69,3,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,1721122208,1721122208
376,YDY-DE,DHL>DHL-欧洲仓库生成,69,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_30,,,,,,1,1,1721122283,1721122283
378,YDY-DE,DHL>DHL-欧洲仓库生成,69,3,LT_200,,,,,,,LT_357,LT_30,,,,,,1,1,1721122283,1721122283
103,YDY-DE,DPD>DPD-欧洲仓库生成,70,3,LT_117,LT_57,,,,,,LT_297,LT_31,,LT_0.147,,,,1,1,0,1762253993
560,YDY-DE,DPD>DPD-欧洲仓库生成,70,3,LT_117,LT_57,,,,,,LT_297,LT_31,,LT_0.147,,2,,1,2,1744768170,1763640401
683,YDY-DE,DPD>DPD-欧洲仓库生成,70,5,GTE_120@LT_175,,,,,,,LT_297,LT_5,,,,2,,1,1,1751884376,1763640128
685,YDY-DE,DPD>DPD-欧洲仓库生成,70,5,GTE_120@LT_175,,,,,,,LT_297,LT_5,,,,2,,1,2,1751884866,1763640304
844,YDY-DE,DPD>DPD-欧洲仓库生成,70,7,GTE_120@LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1763639795,1763640108
845,YDY-DE,DPD>DPD-欧洲仓库生成,70,7,GTE_120@LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,2,1763640349,1763640380
159,YDY-DE,DPD>DPD-欧洲仓库生成,71,2,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,0,0
170,YDY-DE,DPD>DPD-欧洲仓库生成,71,1,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,0,0
363,YDY-DE,DPD>DPD-欧洲仓库生成,71,1,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,1721121910,1721121910
366,YDY-DE,DPD>DPD-欧洲仓库生成,71,1,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,1721121990,1721121990
368,YDY-DE,DPD>DPD-欧洲仓库生成,71,1,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,1721122050,1721122050
371,YDY-DE,DPD>DPD-欧洲仓库生成,71,2,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,1721122134,1721122134
374,YDY-DE,DPD>DPD-欧洲仓库生成,71,2,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,1721122208,1721122208
377,YDY-DE,DPD>DPD-欧洲仓库生成,71,2,LT_175,,,,,,,LT_297,LT_31.5,,,,,,1,1,1721122283,1721122283
749,YDY-DE,DPD>DPD-欧洲仓库生成,71,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1758541299,1758541459
559,YDY-DE,GLS>GLS-欧洲仓库生成,72,2,LT_120,LT_60,,,,,,LT_297,LT_20,,LT_0.147,,2,,1,2,1744768128,1763640280
681,YDY-DE,GLS>GLS-欧洲仓库生成,72,2,LT_120,LT_60,,,,,,LT_297,LT_20,,LT_0.147,,2,,1,1,1751884079,1763640271
682,YDY-DE,GLS>GLS-欧洲仓库生成,72,6,GTE_120@LT_200,,,,,,,LT_297,LT_20,,LT_0.147,,2,,1,1,1751884278,1763640324
684,YDY-DE,GLS>GLS-欧洲仓库生成,72,6,GTE_120@LT_200,,,,,,,LT_297,LT_20,,LT_0.147,,2,,1,2,1751884814,1763640320
787,YDY-DE,GLS>GLS-欧洲仓库生成,72,8,LT_200,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1761116778,1765502639
892,SHAOKE-FR,GLS>GLS-欧洲仓库生成,16,1,LT_200,LT_80,LT_60,,,,,LT_310,LT_31.5,,,,2,,1,1,1768400174,1768806161
